date,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_holiday,days_to_nearest_holiday,season,is_flu_season,flu_activity_index,is_allergy_season,baidu_flu_index,is_vbp_period,days_since_vbp1,days_since_vbp2
2021-08-05,2021,8,5,3,31,3,0,0,52,summer,0,0.41,0,984,1,65,-1
2021-08-06,2021,8,6,4,31,3,0,0,53,summer,0,0.71,0,758,1,66,-1
2021-08-07,2021,8,7,5,31,3,1,0,54,summer,0,0.33,0,640,1,67,-1
2021-08-08,2021,8,8,6,31,3,1,0,54,summer,0,0.34,0,895,1,68,-1
2021-08-09,2021,8,9,0,32,3,0,0,53,summer,0,0.22,0,547,1,69,-1
2021-08-10,2021,8,10,1,32,3,0,0,52,summer,0,0.15,0,570,1,70,-1
2021-08-11,2021,8,11,2,32,3,0,0,51,summer,0,0.45,0,1008,1,71,-1
2021-08-12,2021,8,12,3,32,3,0,0,50,summer,0,0.15,0,701,1,72,-1
2021-08-13,2021,8,13,4,32,3,0,0,49,summer,0,0.31,0,804,1,73,-1
2021-08-14,2021,8,14,5,32,3,1,0,48,summer,0,0.21,0,603,1,74,-1
2021-08-15,2021,8,15,6,32,3,1,0,47,summer,0,0.39,0,883,1,75,-1
2021-08-16,2021,8,16,0,33,3,0,0,46,summer,0,0.36,0,763,1,76,-1
2021-08-17,2021,8,17,1,33,3,0,0,45,summer,0,0.49,0,981,1,77,-1
2021-08-18,2021,8,18,2,33,3,0,0,44,summer,0,0.21,0,567,1,78,-1
2021-08-19,2021,8,19,3,33,3,0,0,43,summer,0,0.25,0,665,1,79,-1
2021-08-20,2021,8,20,4,33,3,0,0,42,summer,0,0.12,0,401,1,80,-1
2021-08-21,2021,8,21,5,33,3,1,0,41,summer,0,0.22,0,669,1,81,-1
2021-08-22,2021,8,22,6,33,3,1,0,40,summer,0,0.37,0,632,1,82,-1
2021-08-23,2021,8,23,0,34,3,0,0,39,summer,0,0.44,0,626,1,83,-1
2021-08-24,2021,8,24,1,34,3,0,0,38,summer,0,0.13,0,659,1,84,-1
2021-08-25,2021,8,25,2,34,3,0,0,37,summer,0,0.46,0,908,1,85,-1
2021-08-26,2021,8,26,3,34,3,0,0,36,summer,0,0.54,0,1092,1,86,-1
2021-08-27,2021,8,27,4,34,3,0,0,35,summer,0,0.37,0,713,1,87,-1
2021-08-28,2021,8,28,5,34,3,1,0,34,summer,0,0.64,0,1092,1,88,-1
2021-08-29,2021,8,29,6,34,3,1,0,33,summer,0,0.16,0,739,1,89,-1
2021-08-30,2021,8,30,0,35,3,0,0,32,summer,0,0.08,0,650,1,90,-1
2021-08-31,2021,8,31,1,35,3,0,0,31,summer,0,0.0,0,335,1,91,-1
2021-09-01,2021,9,1,2,35,3,0,0,30,autumn,0,0.57,0,985,1,92,-1
2021-09-02,2021,9,2,3,35,3,0,0,29,autumn,0,0.42,0,907,1,93,-1
2021-09-03,2021,9,3,4,35,3,0,0,28,autumn,0,0.29,0,733,1,94,-1
2021-09-04,2021,9,4,5,35,3,1,0,27,autumn,0,0.35,0,363,1,95,-1
2021-09-05,2021,9,5,6,35,3,1,0,26,autumn,0,0.1,0,610,1,96,-1
2021-09-06,2021,9,6,0,36,3,0,0,25,autumn,0,0.74,0,1535,1,97,-1
2021-09-07,2021,9,7,1,36,3,0,0,24,autumn,0,0.32,0,687,1,98,-1
2021-09-08,2021,9,8,2,36,3,0,0,23,autumn,0,0.32,0,610,1,99,-1
2021-09-09,2021,9,9,3,36,3,0,0,22,autumn,0,0.43,0,919,1,100,-1
2021-09-10,2021,9,10,4,36,3,0,0,21,autumn,0,0.39,0,872,1,101,-1
2021-09-11,2021,9,11,5,36,3,1,0,20,autumn,0,0.34,0,1011,1,102,-1
2021-09-12,2021,9,12,6,36,3,1,0,19,autumn,0,0.16,0,375,1,103,-1
2021-09-13,2021,9,13,0,37,3,0,0,18,autumn,0,0.38,0,954,1,104,-1
2021-09-14,2021,9,14,1,37,3,0,0,17,autumn,0,0.64,0,1129,1,105,-1
2021-09-15,2021,9,15,2,37,3,0,0,16,autumn,0,0.54,0,905,1,106,-1
2021-09-16,2021,9,16,3,37,3,0,0,15,autumn,0,0.59,0,1037,1,107,-1
2021-09-17,2021,9,17,4,37,3,0,0,14,autumn,0,0.21,0,872,1,108,-1
2021-09-18,2021,9,18,5,37,3,1,0,13,autumn,0,0.12,0,772,1,109,-1
2021-09-19,2021,9,19,6,37,3,1,0,12,autumn,0,0.28,0,493,1,110,-1
2021-09-20,2021,9,20,0,38,3,0,0,11,autumn,0,0.31,0,912,1,111,-1
2021-09-21,2021,9,21,1,38,3,0,0,10,autumn,0,0.5,0,885,1,112,-1
2021-09-22,2021,9,22,2,38,3,0,0,9,autumn,0,0.0,0,515,1,113,-1
2021-09-23,2021,9,23,3,38,3,0,0,8,autumn,0,0.58,0,3718,1,114,-1
2021-09-24,2021,9,24,4,38,3,0,0,7,autumn,0,0.27,0,687,1,115,-1
2021-09-25,2021,9,25,5,38,3,1,0,6,autumn,0,0.22,0,917,1,116,-1
2021-09-26,2021,9,26,6,38,3,1,0,5,autumn,0,0.12,0,578,1,117,-1
2021-09-27,2021,9,27,0,39,3,0,0,4,autumn,0,0.0,0,278,1,118,-1
2021-09-28,2021,9,28,1,39,3,0,0,3,autumn,0,0.45,0,780,1,119,-1
2021-09-29,2021,9,29,2,39,3,0,0,2,autumn,0,0.31,0,786,1,120,-1
2021-09-30,2021,9,30,3,39,3,0,0,1,autumn,0,0.07,0,800,1,121,-1
2021-10-01,2021,10,1,4,39,4,0,1,0,autumn,0,0.07,0,674,1,122,-1
2021-10-02,2021,10,2,5,39,4,1,0,1,autumn,0,0.24,0,522,1,123,-1
2021-10-03,2021,10,3,6,39,4,1,0,2,autumn,0,0.6,0,1477,1,124,-1
2021-10-04,2021,10,4,0,40,4,0,0,3,autumn,0,0.25,0,756,1,125,-1
2021-10-05,2021,10,5,1,40,4,0,0,4,autumn,0,0.03,0,779,1,126,-1
2021-10-06,2021,10,6,2,40,4,0,0,5,autumn,0,0.26,0,674,1,127,-1
2021-10-07,2021,10,7,3,40,4,0,0,6,autumn,0,0.25,0,807,1,128,-1
2021-10-08,2021,10,8,4,40,4,0,0,7,autumn,0,0.0,0,668,1,129,-1
2021-10-09,2021,10,9,5,40,4,1,0,8,autumn,0,0.29,0,976,1,130,-1
2021-10-10,2021,10,10,6,40,4,1,0,9,autumn,0,0.26,0,918,1,131,-1
2021-10-11,2021,10,11,0,41,4,0,0,10,autumn,0,0.43,0,1015,1,132,-1
2021-10-12,2021,10,12,1,41,4,0,0,11,autumn,0,0.63,0,943,1,133,-1
2021-10-13,2021,10,13,2,41,4,0,0,12,autumn,0,0.5,0,788,1,134,-1
2021-10-14,2021,10,14,3,41,4,0,0,13,autumn,0,0.25,0,768,1,135,-1
2021-10-15,2021,10,15,4,41,4,0,0,14,autumn,0,0.1,0,767,1,136,-1
2021-10-16,2021,10,16,5,41,4,1,0,15,autumn,0,0.76,0,1066,1,137,-1
2021-10-17,2021,10,17,6,41,4,1,0,16,autumn,0,0.31,0,962,1,138,-1
2021-10-18,2021,10,18,0,42,4,0,0,17,autumn,0,0.3,0,1033,1,139,-1
2021-10-19,2021,10,19,1,42,4,0,0,18,autumn,0,0.3,0,553,1,140,-1
2021-10-20,2021,10,20,2,42,4,0,0,19,autumn,0,0.34,0,601,1,141,-1
2021-10-21,2021,10,21,3,42,4,0,0,20,autumn,0,0.27,0,691,1,142,-1
2021-10-22,2021,10,22,4,42,4,0,0,21,autumn,0,0.2,0,719,1,143,-1
2021-10-23,2021,10,23,5,42,4,1,0,22,autumn,0,0.2,0,556,1,144,-1
2021-10-24,2021,10,24,6,42,4,1,0,23,autumn,0,0.29,0,1006,1,145,-1
2021-10-25,2021,10,25,0,43,4,0,0,24,autumn,0,0.2,0,747,1,146,-1
2021-10-26,2021,10,26,1,43,4,0,0,25,autumn,0,0.17,0,645,1,147,-1
2021-10-27,2021,10,27,2,43,4,0,0,26,autumn,0,0.32,0,468,1,148,-1
2021-10-28,2021,10,28,3,43,4,0,0,27,autumn,0,0.25,0,440,1,149,-1
2021-10-29,2021,10,29,4,43,4,0,0,28,autumn,0,0.57,0,1013,1,150,-1
2021-10-30,2021,10,30,5,43,4,1,0,29,autumn,0,0.0,0,100,1,151,-1
2021-10-31,2021,10,31,6,43,4,1,0,30,autumn,0,0.5,0,1100,1,152,-1
2021-11-01,2021,11,1,0,44,4,0,0,31,autumn,1,2.4,0,2387,1,153,-1
2021-11-02,2021,11,2,1,44,4,0,0,32,autumn,1,0.8,0,1792,1,154,-1
2021-11-03,2021,11,3,2,44,4,0,0,33,autumn,1,1.64,0,2270,1,155,-1
2021-11-04,2021,11,4,3,44,4,0,0,34,autumn,1,1.62,0,1761,1,156,-1
2021-11-05,2021,11,5,4,44,4,0,0,35,autumn,1,1.12,0,1378,1,157,-1
2021-11-06,2021,11,6,5,44,4,1,0,36,autumn,1,1.43,0,1840,1,158,-1
2021-11-07,2021,11,7,6,44,4,1,0,37,autumn,1,1.27,0,1854,1,159,-1
2021-11-08,2021,11,8,0,45,4,0,0,38,autumn,1,2.64,0,2285,1,160,-1
2021-11-09,2021,11,9,1,45,4,0,0,39,autumn,1,2.25,0,1942,1,161,-1
2021-11-10,2021,11,10,2,45,4,0,0,40,autumn,1,2.41,0,2304,1,162,-1
2021-11-11,2021,11,11,3,45,4,0,0,41,autumn,1,2.15,0,2334,1,163,-1
2021-11-12,2021,11,12,4,45,4,0,0,42,autumn,1,1.26,0,1606,1,164,-1
2021-11-13,2021,11,13,5,45,4,1,0,43,autumn,1,1.55,0,1953,1,165,-1
2021-11-14,2021,11,14,6,45,4,1,0,44,autumn,1,2.03,0,1888,1,166,-1
2021-11-15,2021,11,15,0,46,4,0,0,45,autumn,1,1.21,0,1007,1,167,-1
2021-11-16,2021,11,16,1,46,4,0,0,46,autumn,1,2.14,0,2385,1,168,-1
2021-11-17,2021,11,17,2,46,4,0,0,47,autumn,1,1.68,0,1682,1,169,-1
2021-11-18,2021,11,18,3,46,4,0,0,48,autumn,1,1.62,0,1392,1,170,-1
2021-11-19,2021,11,19,4,46,4,0,0,49,autumn,1,2.14,0,2242,1,171,-1
2021-11-20,2021,11,20,5,46,4,1,0,50,autumn,1,2.01,0,2269,1,172,-1
2021-11-21,2021,11,21,6,46,4,1,0,51,autumn,1,1.63,0,1777,1,173,-1
2021-11-22,2021,11,22,0,47,4,0,0,52,autumn,1,2.36,0,2294,1,174,-1
2021-11-23,2021,11,23,1,47,4,0,0,53,autumn,1,1.28,0,1493,1,175,-1
2021-11-24,2021,11,24,2,47,4,0,0,54,autumn,1,2.1,0,2102,1,176,-1
2021-11-25,2021,11,25,3,47,4,0,0,55,autumn,1,2.08,0,1898,1,177,-1
2021-11-26,2021,11,26,4,47,4,0,0,56,autumn,1,1.65,0,1678,1,178,-1
2021-11-27,2021,11,27,5,47,4,1,0,57,autumn,1,1.96,0,2169,1,179,-1
2021-11-28,2021,11,28,6,47,4,1,0,58,autumn,1,1.2,0,1524,1,180,-1
2021-11-29,2021,11,29,0,48,4,0,0,59,autumn,1,2.24,0,2328,1,181,-1
2021-11-30,2021,11,30,1,48,4,0,0,60,autumn,1,1.71,0,1670,1,182,-1
2021-12-01,2021,12,1,2,48,4,0,0,61,winter,1,2.09,0,2133,1,183,-1
2021-12-02,2021,12,2,3,48,4,0,0,60,winter,1,3.03,0,2488,1,184,-1
2021-12-03,2021,12,3,4,48,4,0,0,59,winter,1,1.98,0,2118,1,185,-1
2021-12-04,2021,12,4,5,48,4,1,0,58,winter,1,1.55,0,2030,1,186,-1
2021-12-05,2021,12,5,6,48,4,1,0,57,winter,1,1.47,0,1378,1,187,-1
2021-12-06,2021,12,6,0,49,4,0,0,56,winter,1,2.76,0,2594,1,188,-1
2021-12-07,2021,12,7,1,49,4,0,0,55,winter,1,1.63,0,1871,1,189,-1
2021-12-08,2021,12,8,2,49,4,0,0,54,winter,1,3.45,0,3513,1,190,-1
2021-12-09,2021,12,9,3,49,4,0,0,53,winter,1,1.15,0,1331,1,191,-1
2021-12-10,2021,12,10,4,49,4,0,0,52,winter,1,3.42,0,3096,1,192,-1
2021-12-11,2021,12,11,5,49,4,1,0,51,winter,1,2.53,0,2128,1,193,-1
2021-12-12,2021,12,12,6,49,4,1,0,50,winter,1,2.34,0,2394,1,194,-1
2021-12-13,2021,12,13,0,50,4,0,0,49,winter,1,2.07,0,2567,1,195,-1
2021-12-14,2021,12,14,1,50,4,0,0,48,winter,1,2.64,0,2667,1,196,-1
2021-12-15,2021,12,15,2,50,4,0,0,47,winter,1,2.38,0,2397,1,197,-1
2021-12-16,2021,12,16,3,50,4,0,0,46,winter,1,3.06,0,3014,1,198,-1
2021-12-17,2021,12,17,4,50,4,0,0,45,winter,1,2.47,0,2473,1,199,-1
2021-12-18,2021,12,18,5,50,4,1,0,44,winter,1,2.49,0,2330,1,200,-1
2021-12-19,2021,12,19,6,50,4,1,0,43,winter,1,2.18,0,2410,1,201,-1
2021-12-20,2021,12,20,0,51,4,0,0,42,winter,1,2.37,0,2438,1,202,-1
2021-12-21,2021,12,21,1,51,4,0,0,41,winter,1,2.58,0,2571,1,203,-1
2021-12-22,2021,12,22,2,51,4,0,0,40,winter,1,1.37,0,1404,1,204,-1
2021-12-23,2021,12,23,3,51,4,0,0,39,winter,1,1.59,0,2034,1,205,-1
2021-12-24,2021,12,24,4,51,4,0,0,38,winter,1,2.85,0,2910,1,206,-1
2021-12-25,2021,12,25,5,51,4,1,0,37,winter,1,2.5,0,2391,1,207,-1
2021-12-26,2021,12,26,6,51,4,1,0,36,winter,1,2.29,0,2532,1,208,-1
2021-12-27,2021,12,27,0,52,4,0,0,35,winter,1,2.41,0,2329,1,209,-1
2021-12-28,2021,12,28,1,52,4,0,0,34,winter,1,2.61,0,3768,1,210,-1
2021-12-29,2021,12,29,2,52,4,0,0,33,winter,1,2.08,0,2009,1,211,-1
2021-12-30,2021,12,30,3,52,4,0,0,32,winter,1,1.93,0,1692,1,212,-1
2021-12-31,2021,12,31,4,52,4,0,0,31,winter,1,2.52,0,2608,1,213,-1
2022-01-01,2022,1,1,5,52,1,1,0,30,winter,1,4.53,0,3760,1,214,-1
2022-01-02,2022,1,2,6,52,1,1,0,29,winter,1,6.61,0,5544,1,215,-1
2022-01-03,2022,1,3,0,1,1,0,0,28,winter,1,3.45,0,2842,1,216,-1
2022-01-04,2022,1,4,1,1,1,0,0,27,winter,1,7.54,0,7758,1,217,-1
2022-01-05,2022,1,5,2,1,1,0,0,26,winter,1,6.71,0,5837,1,218,-1
2022-01-06,2022,1,6,3,1,1,0,0,25,winter,1,6.38,0,5542,1,219,-1
2022-01-07,2022,1,7,4,1,1,0,0,24,winter,1,7.47,0,6271,1,220,-1
2022-01-08,2022,1,8,5,1,1,1,0,23,winter,1,8.5,0,7064,1,221,-1
2022-01-09,2022,1,9,6,1,1,1,0,22,winter,1,7.52,0,6610,1,222,-1
2022-01-10,2022,1,10,0,2,1,0,0,21,winter,1,3.24,0,2981,1,223,-1
2022-01-11,2022,1,11,1,2,1,0,0,20,winter,1,4.08,0,3828,1,224,-1
2022-01-12,2022,1,12,2,2,1,0,0,19,winter,1,5.06,0,4373,1,225,-1
2022-01-13,2022,1,13,3,2,1,0,0,18,winter,1,6.04,0,5368,1,226,-1
2022-01-14,2022,1,14,4,2,1,0,0,17,winter,1,6.78,0,6182,1,227,-1
2022-01-15,2022,1,15,5,2,1,1,0,16,winter,1,4.91,0,4546,1,228,-1
2022-01-16,2022,1,16,6,2,1,1,0,15,winter,1,6.28,0,5442,1,229,-1
2022-01-17,2022,1,17,0,3,1,0,0,14,winter,1,4.87,0,4445,1,230,-1
2022-01-18,2022,1,18,1,3,1,0,0,13,winter,1,5.08,0,7513,1,231,-1
2022-01-19,2022,1,19,2,3,1,0,0,12,winter,1,3.89,0,3614,1,232,-1
2022-01-20,2022,1,20,3,3,1,0,0,11,winter,1,4.62,0,4127,1,233,-1
2022-01-21,2022,1,21,4,3,1,0,0,10,winter,1,3.97,0,3645,1,234,-1
2022-01-22,2022,1,22,5,3,1,1,0,9,winter,1,4.54,0,4171,1,235,-1
2022-01-23,2022,1,23,6,3,1,1,0,8,winter,1,7.58,0,6366,1,236,-1
2022-01-24,2022,1,24,0,4,1,0,0,7,winter,1,4.58,0,3958,1,237,-1
2022-01-25,2022,1,25,1,4,1,0,0,6,winter,1,9.95,0,8181,1,238,-1
2022-01-26,2022,1,26,2,4,1,0,0,5,winter,1,6.74,0,5572,1,239,-1
2022-01-27,2022,1,27,3,4,1,0,0,4,winter,1,6.28,0,5278,1,240,-1
2022-01-28,2022,1,28,4,4,1,0,0,3,winter,1,4.71,0,4302,1,241,-1
2022-01-29,2022,1,29,5,4,1,1,0,2,winter,1,7.05,0,5962,1,242,-1
2022-01-30,2022,1,30,6,4,1,1,0,1,winter,1,5.14,0,4712,1,243,-1
2022-01-31,2022,1,31,0,5,1,0,1,0,winter,1,6.18,0,5453,1,244,-1
2022-02-01,2022,2,1,1,5,1,0,0,1,winter,1,9.84,0,7978,1,245,-1
2022-02-02,2022,2,2,2,5,1,0,0,2,winter,1,5.86,0,5316,1,246,-1
2022-02-03,2022,2,3,3,5,1,0,0,3,winter,1,7.72,0,6841,1,247,-1
2022-02-04,2022,2,4,4,5,1,0,0,4,winter,1,4.95,0,4257,1,248,-1
2022-02-05,2022,2,5,5,5,1,1,0,5,winter,1,5.95,0,5342,1,249,-1
2022-02-06,2022,2,6,6,5,1,1,0,6,winter,1,8.66,0,7254,1,250,-1
2022-02-07,2022,2,7,0,6,1,0,0,7,winter,1,5.06,0,4567,1,251,-1
2022-02-08,2022,2,8,1,6,1,0,0,8,winter,1,8.72,0,7222,1,252,-1
2022-02-09,2022,2,9,2,6,1,0,0,9,winter,1,7.06,0,5791,1,253,-1
2022-02-10,2022,2,10,3,6,1,0,0,10,winter,1,5.16,0,4548,1,254,-1
2022-02-11,2022,2,11,4,6,1,0,0,11,winter,1,6.95,0,6034,1,255,-1
2022-02-12,2022,2,12,5,6,1,1,0,12,winter,1,7.46,0,6388,1,256,-1
2022-02-13,2022,2,13,6,6,1,1,0,13,winter,1,6.93,0,5809,1,257,-1
2022-02-14,2022,2,14,0,7,1,0,0,14,winter,1,3.64,0,3336,1,258,-1
2022-02-15,2022,2,15,1,7,1,0,0,15,winter,1,4.91,0,4481,1,259,-1
2022-02-16,2022,2,16,2,7,1,0,0,16,winter,1,5.63,0,4994,1,260,-1
2022-02-17,2022,2,17,3,7,1,0,0,17,winter,1,5.89,0,5247,1,261,-1
2022-02-18,2022,2,18,4,7,1,0,0,18,winter,1,6.93,0,5911,1,262,-1
2022-02-19,2022,2,19,5,7,1,1,0,19,winter,1,6.27,0,5748,1,263,-1
2022-02-20,2022,2,20,6,7,1,1,0,20,winter,1,4.0,0,3462,1,264,-1
2022-02-21,2022,2,21,0,8,1,0,0,21,winter,1,6.57,0,5854,1,265,-1
2022-02-22,2022,2,22,1,8,1,0,0,22,winter,1,6.92,0,6269,1,266,-1
2022-02-23,2022,2,23,2,8,1,0,0,23,winter,1,6.84,0,6068,1,267,-1
2022-02-24,2022,2,24,3,8,1,0,0,24,winter,1,7.62,0,6556,1,268,-1
2022-02-25,2022,2,25,4,8,1,0,0,25,winter,1,7.25,0,6195,1,269,-1
2022-02-26,2022,2,26,5,8,1,1,0,26,winter,1,6.69,0,6058,1,270,-1
2022-02-27,2022,2,27,6,8,1,1,0,27,winter,1,5.89,0,4931,1,271,-1
2022-02-28,2022,2,28,0,9,1,0,0,28,winter,1,3.51,0,3113,1,272,-1
2022-03-01,2022,3,1,1,9,1,0,0,29,spring,1,3.34,1,3095,1,273,-1
2022-03-02,2022,3,2,2,9,1,0,0,30,spring,1,3.17,1,3280,1,274,-1
2022-03-03,2022,3,3,3,9,1,0,0,31,spring,1,3.22,1,3150,1,275,-1
2022-03-04,2022,3,4,4,9,1,0,0,32,spring,1,1.98,1,1889,1,276,-1
2022-03-05,2022,3,5,5,9,1,1,0,31,spring,1,2.14,1,2146,1,277,-1
2022-03-06,2022,3,6,6,9,1,1,0,30,spring,1,3.84,1,3451,1,278,-1
2022-03-07,2022,3,7,0,10,1,0,0,29,spring,1,2.97,1,2733,1,279,-1
2022-03-08,2022,3,8,1,10,1,0,0,28,spring,1,3.55,1,3532,1,280,-1
2022-03-09,2022,3,9,2,10,1,0,0,27,spring,1,3.02,1,2644,1,281,-1
2022-03-10,2022,3,10,3,10,1,0,0,26,spring,1,3.02,1,3241,1,282,-1
2022-03-11,2022,3,11,4,10,1,0,0,25,spring,1,3.75,1,3666,1,283,-1
2022-03-12,2022,3,12,5,10,1,1,0,24,spring,1,2.59,1,2788,1,284,-1
2022-03-13,2022,3,13,6,10,1,1,0,23,spring,1,3.08,1,2869,1,285,-1
2022-03-14,2022,3,14,0,11,1,0,0,22,spring,1,2.63,1,2574,1,286,-1
2022-03-15,2022,3,15,1,11,1,0,0,21,spring,1,2.65,1,2335,1,287,-1
2022-03-16,2022,3,16,2,11,1,0,0,20,spring,1,2.75,1,2597,1,288,-1
2022-03-17,2022,3,17,3,11,1,0,0,19,spring,1,3.18,1,3141,1,289,-1
2022-03-18,2022,3,18,4,11,1,0,0,18,spring,1,2.62,1,2853,1,290,-1
2022-03-19,2022,3,19,5,11,1,1,0,17,spring,1,4.0,1,3482,1,291,-1
2022-03-20,2022,3,20,6,11,1,1,0,16,spring,1,2.28,1,2254,1,292,-1
2022-03-21,2022,3,21,0,12,1,0,0,15,spring,1,2.85,1,2750,1,293,-1
2022-03-22,2022,3,22,1,12,1,0,0,14,spring,1,2.65,1,2339,1,294,-1
2022-03-23,2022,3,23,2,12,1,0,0,13,spring,1,4.16,1,3944,1,295,-1
2022-03-24,2022,3,24,3,12,1,0,0,12,spring,1,3.16,1,2881,1,296,-1
2022-03-25,2022,3,25,4,12,1,0,0,11,spring,1,3.83,1,3521,1,297,-1
2022-03-26,2022,3,26,5,12,1,1,0,10,spring,1,1.81,1,1859,1,298,-1
2022-03-27,2022,3,27,6,12,1,1,0,9,spring,1,3.21,1,2913,1,299,-1
2022-03-28,2022,3,28,0,13,1,0,0,8,spring,1,3.71,1,3468,1,300,-1
2022-03-29,2022,3,29,1,13,1,0,0,7,spring,1,3.07,1,2910,1,301,-1
2022-03-30,2022,3,30,2,13,1,0,0,6,spring,1,3.85,1,3508,1,302,-1
2022-03-31,2022,3,31,3,13,1,0,0,5,spring,1,2.59,1,2423,1,303,-1
2022-04-01,2022,4,1,4,13,2,0,0,4,spring,0,0.92,1,1302,1,304,-1
2022-04-02,2022,4,2,5,13,2,1,0,3,spring,0,1.19,1,1782,1,305,-1
2022-04-03,2022,4,3,6,13,2,1,0,2,spring,0,0.39,1,841,1,306,-1
2022-04-04,2022,4,4,0,14,2,0,0,1,spring,0,0.37,1,992,1,307,-1
2022-04-05,2022,4,5,1,14,2,0,1,0,spring,0,0.94,1,971,1,308,-1
2022-04-06,2022,4,6,2,14,2,0,0,1,spring,0,0.97,1,1311,1,309,-1
2022-04-07,2022,4,7,3,14,2,0,0,2,spring,0,0.34,1,555,1,310,-1
2022-04-08,2022,4,8,4,14,2,0,0,3,spring,0,0.37,1,504,1,311,-1
2022-04-09,2022,4,9,5,14,2,1,0,4,spring,0,0.42,1,684,1,312,-1
2022-04-10,2022,4,10,6,14,2,1,0,5,spring,0,0.1,1,816,1,313,-1
2022-04-11,2022,4,11,0,15,2,0,0,6,spring,0,0.22,1,870,1,314,-1
2022-04-12,2022,4,12,1,15,2,0,0,7,spring,0,0.2,1,708,1,315,-1
2022-04-13,2022,4,13,2,15,2,0,0,8,spring,0,0.27,1,409,1,316,-1
2022-04-14,2022,4,14,3,15,2,0,0,9,spring,0,0.49,1,852,1,317,-1
2022-04-15,2022,4,15,4,15,2,0,0,10,spring,0,0.57,1,1017,1,318,-1
2022-04-16,2022,4,16,5,15,2,1,0,11,spring,0,0.97,1,1307,1,319,-1
2022-04-17,2022,4,17,6,15,2,1,0,12,spring,0,0.2,1,292,1,320,-1
2022-04-18,2022,4,18,0,16,2,0,0,13,spring,0,0.8,1,958,1,321,-1
2022-04-19,2022,4,19,1,16,2,0,0,12,spring,0,0.44,1,836,1,322,-1
2022-04-20,2022,4,20,2,16,2,0,0,11,spring,0,0.49,1,995,1,323,-1
2022-04-21,2022,4,21,3,16,2,0,0,10,spring,0,0.7,1,623,1,324,-1
2022-04-22,2022,4,22,4,16,2,0,0,9,spring,0,0.16,1,598,1,325,-1
2022-04-23,2022,4,23,5,16,2,1,0,8,spring,0,0.61,1,1020,1,326,-1
2022-04-24,2022,4,24,6,16,2,1,0,7,spring,0,0.55,1,1110,1,327,-1
2022-04-25,2022,4,25,0,17,2,0,0,6,spring,0,0.65,1,1157,1,328,-1
2022-04-26,2022,4,26,1,17,2,0,0,5,spring,0,0.59,1,1086,1,329,-1
2022-04-27,2022,4,27,2,17,2,0,0,4,spring,0,1.24,1,1329,1,330,-1
2022-04-28,2022,4,28,3,17,2,0,0,3,spring,0,0.31,1,365,1,331,-1
2022-04-29,2022,4,29,4,17,2,0,0,2,spring,0,0.34,1,694,1,332,-1
2022-04-30,2022,4,30,5,17,2,1,0,1,spring,0,0.31,1,951,1,333,-1
2022-05-01,2022,5,1,6,17,2,1,1,0,spring,0,0.33,1,1045,1,334,-1
2022-05-02,2022,5,2,0,18,2,0,0,1,spring,0,0.31,1,889,1,335,-1
2022-05-03,2022,5,3,1,18,2,0,0,2,spring,0,0.86,1,1271,1,336,-1
2022-05-04,2022,5,4,2,18,2,0,0,3,spring,0,0.93,1,1317,1,337,-1
2022-05-05,2022,5,5,3,18,2,0,0,4,spring,0,0.33,1,652,1,338,-1
2022-05-06,2022,5,6,4,18,2,0,0,5,spring,0,0.25,1,674,1,339,-1
2022-05-07,2022,5,7,5,18,2,1,0,6,spring,0,0.64,1,1347,1,340,-1
2022-05-08,2022,5,8,6,18,2,1,0,7,spring,0,0.33,1,579,1,341,-1
2022-05-09,2022,5,9,0,19,2,0,0,8,spring,0,0.69,1,1375,1,342,-1
2022-05-10,2022,5,10,1,19,2,0,0,9,spring,0,0.56,1,884,1,343,-1
2022-05-11,2022,5,11,2,19,2,0,0,10,spring,0,0.05,1,801,1,344,-1
2022-05-12,2022,5,12,3,19,2,0,0,11,spring,0,0.96,1,990,1,345,-1
2022-05-13,2022,5,13,4,19,2,0,0,12,spring,0,1.04,1,1448,1,346,-1
2022-05-14,2022,5,14,5,19,2,1,0,13,spring,0,0.32,1,606,1,347,-1
2022-05-15,2022,5,15,6,19,2,1,0,14,spring,0,0.38,1,524,1,348,-1
2022-05-16,2022,5,16,0,20,2,0,0,15,spring,0,0.59,1,1012,1,349,-1
2022-05-17,2022,5,17,1,20,2,0,0,16,spring,0,0.6,1,1182,1,350,-1
2022-05-18,2022,5,18,2,20,2,0,0,16,spring,0,0.7,1,889,1,351,-1
2022-05-19,2022,5,19,3,20,2,0,0,15,spring,0,1.1,1,1083,1,352,-1
2022-05-20,2022,5,20,4,20,2,0,0,14,spring,0,0.45,1,839,1,353,-1
2022-05-21,2022,5,21,5,20,2,1,0,13,spring,0,0.26,1,691,1,354,-1
2022-05-22,2022,5,22,6,20,2,1,0,12,spring,0,0.09,1,3175,1,355,-1
2022-05-23,2022,5,23,0,21,2,0,0,11,spring,0,0.28,1,914,1,356,-1
2022-05-24,2022,5,24,1,21,2,0,0,10,spring,0,0.49,1,880,1,357,-1
2022-05-25,2022,5,25,2,21,2,0,0,9,spring,0,1.04,1,1702,1,358,-1
2022-05-26,2022,5,26,3,21,2,0,0,8,spring,0,0.34,1,821,1,359,-1
