sku_id,channel,nonzero_ratio,croston_forecast,sba_forecast,rmse_croston,rmse_sba,mae_croston,mae_sba,mape_croston,mape_sba
SKU-0172,total,1.0,13.9308,13.2343,7.9234,8.2054,5.0747,4.8317,24.57,21.59
SKU-0172,hospital,1.0,3.5614,3.3833,2.4198,2.5081,1.5911,1.636,28.21,28.06
SKU-0172,chain,1.0,6.921,6.575,3.8825,4.009,2.5887,2.468,26.39,23.33
SKU-0172,independent,1.0,3.4484,3.276,1.6896,1.7498,1.1636,1.1014,25.42,22.34
SKU-0173,total,1.0,36.2162,34.4054,12.7904,12.9904,11.1346,10.5354,31.86,28.61
SKU-0173,hospital,1.0,16.0677,15.2643,5.6754,5.7659,4.9425,4.6819,31.45,28.25
SKU-0173,chain,1.0,11.2375,10.6756,4.0941,4.1633,3.5432,3.3619,31.88,28.68
SKU-0173,independent,1.0,8.911,8.4654,3.0694,3.1085,2.6505,2.502,34.93,31.51
SKU-0174,total,1.0,9.6426,9.1604,2.8681,2.9751,2.0738,1.9225,21.12,18.49
SKU-0174,hospital,1.0,3.6416,3.4596,1.1185,1.1322,0.8914,0.8342,25.41,22.57
SKU-0174,chain,1.0,3.3756,3.2068,0.7777,0.7876,0.5865,0.4989,18.28,14.77
SKU-0174,independent,0.996,2.6254,2.4941,1.17,1.2267,0.9112,0.9534,28.28,28.5
SKU-0175,total,1.0,8.0407,7.6386,2.9944,2.9813,2.5892,2.426,36.07,32.23
SKU-0175,hospital,1.0,2.5583,2.4304,0.8692,0.8674,0.7386,0.687,29.94,26.42
SKU-0175,chain,1.0,3.6785,3.4946,1.1851,1.1891,0.9663,0.8872,27.88,24.33
SKU-0175,independent,0.984,1.8039,1.7137,1.0139,1.0039,0.9213,0.8941,64.13,59.47
SKU-0176,total,1.0,51.4158,48.845,18.4989,17.9034,17.7955,16.7598,45.02,40.76
SKU-0176,hospital,1.0,16.9627,16.1146,6.0357,5.8453,5.7873,5.4454,44.43,40.2
SKU-0176,chain,1.0,18.4341,17.5124,6.7326,6.494,6.5025,6.131,46.49,42.15
SKU-0176,independent,1.0,16.019,15.218,5.759,5.5938,5.5057,5.1859,44.33,40.12
SKU-0178,total,1.0,30.5473,29.0199,10.5093,10.5617,9.2944,8.6728,31.92,28.29
SKU-0178,hospital,1.0,9.3721,8.9035,3.4114,3.4151,3.0448,2.8609,34.97,31.26
SKU-0178,chain,1.0,10.7662,10.2278,3.7751,3.8321,3.211,2.992,29.48,25.97
SKU-0178,independent,1.0,10.4091,9.8886,3.3705,3.3601,3.0402,2.8306,32.25,28.62
SKU-0179,total,1.0,11.291,10.7265,6.4545,6.5789,5.0931,4.8787,40.41,36.49
SKU-0179,hospital,1.0,4.221,4.0099,2.543,2.5838,2.0355,1.9553,44.63,40.5
SKU-0179,chain,1.0,3.1143,2.9586,2.1811,2.2318,1.557,1.5246,39.83,36.83
SKU-0179,independent,0.998,3.9557,3.7579,1.8181,1.8422,1.5043,1.4284,36.88,33.12
SKU-0180,total,1.0,13.5903,12.9108,4.7653,4.861,3.8962,3.6621,29.06,25.89
SKU-0180,hospital,1.0,3.6022,3.4221,1.1768,1.2034,0.9469,0.8834,25.68,22.64
SKU-0180,chain,1.0,6.2085,5.8981,2.295,2.3436,1.8662,1.7638,31.89,28.65
SKU-0180,independent,1.0,3.7796,3.5906,1.3396,1.359,1.13,1.067,30.2,27.02
SKU-0181,total,1.0,29.9704,28.4718,8.5775,8.9745,6.5379,6.2026,21.58,19.39
SKU-0181,hospital,1.0,10.5734,10.0447,3.059,3.2012,2.3062,2.1525,21.65,19.11
SKU-0181,chain,1.0,9.8269,9.3355,2.8264,2.93,2.2384,2.0956,22.72,20.13
SKU-0181,independent,1.0,9.5701,9.0916,2.7669,2.9146,2.0904,2.0292,22.1,20.36
SKU-0182,total,1.0,33.9666,32.2682,10.8672,10.8406,9.5408,8.7801,31.21,27.41
SKU-0182,hospital,1.0,14.1057,13.4004,4.3321,4.2792,3.8937,3.5684,32.19,28.28
SKU-0182,chain,1.0,14.1472,13.4399,4.4463,4.3994,3.9826,3.6564,32.66,28.72
SKU-0182,independent,1.0,5.7137,5.428,2.2389,2.2951,1.7609,1.6945,29.26,26.64
SKU-0184,total,1.0,3.0613,2.9083,1.48,1.4596,1.2304,1.1605,47.17,42.54
SKU-0184,hospital,0.988,1.3933,1.3236,0.6686,0.6623,0.5443,0.5049,39.43,34.65
SKU-0184,chain,0.988,1.2386,1.1766,0.419,0.4097,0.3369,0.2932,26.18,21.36
SKU-0184,independent,0.32,0.3654,0.3471,0.5298,0.5294,0.4767,0.4701,64.83,66.59
SKU-0185,total,1.0,28.147,26.7396,10.5634,10.2303,9.9806,9.3363,45.3,40.74
SKU-0185,hospital,1.0,7.6261,7.2448,3.0204,2.9341,2.8542,2.6798,47.2,42.55
SKU-0185,chain,1.0,10.4575,9.9347,4.0162,3.903,3.7693,3.5302,46.39,41.78
SKU-0185,independent,1.0,10.0634,9.5602,3.5585,3.4245,3.3609,3.1285,43.35,38.87
SKU-0186,total,1.0,23.548,22.3706,6.8797,7.0055,5.5567,5.0831,24.1,20.88
SKU-0186,hospital,1.0,8.7484,8.311,2.698,2.7076,2.2969,2.1256,28.48,25.09
SKU-0186,chain,1.0,10.0561,9.5533,2.9172,3.0189,2.1833,1.9821,20.63,17.6
SKU-0186,independent,1.0,4.7436,4.5064,1.3334,1.348,1.0855,0.9871,24.8,21.48
SKU-0187,total,1.0,2.4841,2.3599,0.8546,0.8459,0.673,0.6013,27.64,23.37
SKU-0187,hospital,0.984,1.162,1.1039,0.3541,0.3488,0.2561,0.2115,19.24,14.46
SKU-0187,chain,0.984,1.0402,0.9882,0.2362,0.2386,0.0931,0.0676,5.84,3.22
SKU-0187,independent,0.227,0.2977,0.2828,0.4513,0.4495,0.3991,0.391,70.87,72.33
SKU-0188,total,1.0,46.7089,44.3734,17.7537,18.0081,15.621,14.7882,34.88,31.35
SKU-0188,hospital,1.0,12.1869,11.5776,4.6431,4.7524,3.9232,3.7174,31.88,28.6
SKU-0188,chain,1.0,21.658,20.5751,8.2411,8.3737,7.1939,6.8193,34.49,31.04
SKU-0188,independent,1.0,12.8639,12.2207,4.9432,4.9546,4.5038,4.2745,39.11,35.38
SKU-0189,total,1.0,57.9013,55.0062,18.7694,18.8436,16.7102,15.5896,30.86,27.38
SKU-0189,hospital,1.0,19.6009,18.6208,6.2752,6.3017,5.5775,5.1971,30.36,26.9
SKU-0189,chain,1.0,20.3585,19.3405,6.5882,6.6117,5.8519,5.4594,30.89,27.42
SKU-0189,independent,1.0,17.942,17.0449,5.9308,5.9549,5.282,4.9378,31.5,28.01
SKU-0190,total,1.0,48.6618,46.2287,16.843,16.5994,15.2779,14.0708,36.37,32.07
SKU-0190,hospital,1.0,14.4085,13.6881,4.961,4.913,4.4333,4.0759,35.39,31.14
SKU-0190,chain,1.0,17.9753,17.0766,6.2349,6.149,5.6312,5.1853,36.41,32.1
SKU-0190,independent,1.0,16.2779,15.464,5.6702,5.5611,5.2145,4.8097,37.42,33.06
SKU-0191,total,1.0,44.3221,42.106,25.6413,26.4292,18.4022,17.6476,30.41,27.19
SKU-0191,hospital,1.0,16.5049,15.6797,9.6644,9.9739,6.7963,6.5157,29.33,26.17
SKU-0191,chain,1.0,16.2899,15.4754,9.2213,9.4892,6.7892,6.5155,31.84,28.57
SKU-0191,independent,1.0,11.5273,10.951,6.7784,6.9875,4.8239,4.6164,30.24,26.93
SKU-0192,total,1.0,17.2146,16.3539,7.7344,7.7815,6.5276,6.1372,38.42,34.23
SKU-0192,hospital,1.0,4.553,4.3253,2.0879,2.1282,1.5938,1.4906,33.18,29.25
SKU-0192,chain,1.0,7.5507,7.1732,3.6094,3.6514,2.9222,2.751,37.41,33.27
SKU-0192,independent,1.0,5.1109,4.8554,2.2198,2.1789,2.0133,1.8996,50.33,45.59
SKU-0193,total,1.0,50.7989,48.259,13.5061,14.283,9.6215,9.4317,18.84,17.54
SKU-0193,hospital,1.0,13.5022,12.8271,3.6177,3.8156,2.6361,2.5671,19.42,17.95
SKU-0193,chain,1.0,21.1085,20.0531,5.6219,5.9487,3.998,3.9066,18.86,17.49
SKU-0193,independent,1.0,16.1882,15.3788,4.2992,4.5497,3.0182,2.9891,18.7,17.6
SKU-0194,total,1.0,12.0085,11.4081,4.5187,4.6305,3.4552,3.2221,27.03,23.74
SKU-0194,hospital,1.0,3.8496,3.6571,1.5927,1.6369,1.2029,1.1947,28.76,27.11
SKU-0194,chain,1.0,5.6156,5.3348,2.0039,2.0559,1.5125,1.3927,27.29,23.79
SKU-0194,independent,1.0,2.5433,2.4162,1.0002,1.0135,0.8152,0.766,30.23,26.78
SKU-0195,total,1.0,34.751,33.0134,13.2661,13.3435,11.4413,10.6783,35.14,31.19
SKU-0195,hospital,1.0,9.6773,9.1934,3.6655,3.6987,3.1023,2.8866,34.57,30.61
SKU-0195,chain,1.0,14.2278,13.5164,5.6022,5.6675,4.6887,4.3904,34.59,30.76
SKU-0195,independent,1.0,10.8459,10.3036,4.0528,4.029,3.6521,3.4167,37.17,33.14
SKU-0196,total,1.0,17.5638,16.6856,6.1577,6.3258,4.6662,4.3368,24.69,21.59
SKU-0196,hospital,1.0,6.3076,5.9922,2.2962,2.321,1.891,1.7511,30.44,26.7
SKU-0196,chain,1.0,7.4836,7.1094,2.6235,2.6559,2.1467,2.0017,28.52,25.16
SKU-0196,independent,1.0,3.7726,3.584,1.4376,1.5371,0.9099,1.0554,19.2,22.09
SKU-0197,total,1.0,19.2031,18.2429,7.0862,7.2628,5.6066,5.261,28.98,25.74
SKU-0197,hospital,1.0,6.0914,5.7868,2.1139,2.1476,1.7345,1.6365,29.27,26.21
SKU-0197,chain,1.0,9.1891,8.7297,3.4598,3.5543,2.708,2.5601,29.73,26.64
SKU-0197,independent,1.0,3.9225,3.7264,1.6013,1.6452,1.1999,1.2106,29.86,28.63
SKU-0198,total,1.0,24.9701,23.7216,9.2119,9.7859,6.2402,6.0223,19.86,18.02
SKU-0198,hospital,1.0,9.0814,8.6273,3.4425,3.6404,2.4032,2.4323,20.85,20.14
SKU-0198,chain,1.0,10.0847,9.5805,3.5802,3.7705,2.6486,2.5154,22.1,19.67
SKU-0198,independent,1.0,5.804,5.5138,2.2958,2.4709,1.4264,1.702,20.62,24.33
SKU-0199,total,1.0,69.3332,65.8665,16.3393,17.3129,12.5659,12.0276,17.19,15.56
SKU-0199,hospital,1.0,27.689,26.3045,6.5404,6.9376,5.0148,4.814,17.09,15.51
SKU-0199,chain,1.0,26.4557,25.1329,6.2499,6.6274,4.7988,4.6049,17.2,15.62
SKU-0199,independent,1.0,15.1885,14.4291,3.5899,3.7865,2.7808,2.6811,17.67,16.14
SKU-0200,total,1.0,54.2066,51.4963,20.8224,20.4081,19.821,18.6884,44.89,40.55
SKU-0200,hospital,1.0,16.5939,15.7642,6.4246,6.2607,6.1711,5.8247,47.7,43.22
SKU-0200,chain,1.0,19.7698,18.7814,7.6063,7.4323,7.2661,6.8531,45.96,41.58
SKU-0200,independent,1.0,17.8428,16.9507,6.8372,6.7618,6.3844,6.0146,41.52,37.38
SKU-0201,total,1.0,30.832,29.2904,7.068,7.0504,5.8348,5.3066,22.35,19.52
SKU-0201,hospital,1.0,9.1302,8.6737,2.1815,2.1805,1.771,1.6596,23.53,21.14
SKU-0201,chain,1.0,14.949,14.2016,3.3509,3.3549,2.7045,2.4641,21.58,18.89
SKU-0201,independent,1.0,6.7527,6.415,1.6166,1.5969,1.3809,1.2526,23.8,20.71
SKU-0202,total,1.0,20.0046,19.0043,6.972,7.1579,5.7188,5.3813,27.49,24.43
SKU-0202,hospital,1.0,7.5356,7.1588,2.6769,2.7292,2.2794,2.1524,29.76,26.59
SKU-0202,chain,1.0,6.5692,6.2408,2.5354,2.6128,2.0137,1.9029,28.01,24.93
SKU-0202,independent,1.0,5.8997,5.6047,1.8304,1.883,1.465,1.3678,25.93,22.99
SKU-0203,total,1.0,36.678,34.8441,14.0073,14.4335,10.985,10.2876,28.0,24.7
SKU-0203,hospital,1.0,16.0838,15.2796,6.1264,6.309,4.8151,4.5093,28.32,25.0
SKU-0203,chain,1.0,12.2129,11.6023,4.539,4.6746,3.5701,3.3419,28.03,24.77
SKU-0203,independent,1.0,8.3813,7.9622,3.388,3.494,2.6057,2.4511,28.13,24.88
SKU-0204,total,1.0,47.9375,45.5407,14.7861,15.5679,10.8869,10.1158,20.95,18.29
SKU-0204,hospital,1.0,18.7064,17.771,5.7692,6.072,4.2272,3.984,20.99,18.65
SKU-0204,chain,1.0,18.6146,17.6839,5.6118,5.8955,4.2001,3.8983,21.19,18.51
SKU-0204,independent,1.0,10.6166,10.0858,3.4484,3.6402,2.4619,2.2912,20.8,18.15
SKU-0205,total,1.0,18.0419,17.1398,6.3332,6.4671,5.108,4.7844,28.15,24.95
SKU-0205,hospital,1.0,6.6946,6.3598,2.5913,2.685,1.8995,1.7957,24.93,22.13
SKU-0205,chain,1.0,6.5884,6.2589,2.2936,2.3795,1.6769,1.5594,25.45,22.39
SKU-0205,independent,1.0,4.759,4.521,1.7222,1.6664,1.5792,1.4833,44.23,40.0
SKU-0206,total,1.0,38.044,36.1418,13.0948,12.8148,12.0716,11.1573,37.66,33.38
SKU-0206,hospital,1.0,16.9116,16.066,5.91,5.7586,5.4982,5.0918,39.1,34.74
SKU-0206,chain,1.0,11.6111,11.0306,3.9787,3.927,3.5689,3.2899,36.08,31.87
SKU-0206,independent,1.0,9.5213,9.0452,3.2461,3.1704,3.0044,2.7756,37.73,33.44
SKU-0208,total,1.0,17.8701,16.9766,8.8099,9.073,6.6282,6.3243,30.92,27.67
SKU-0208,hospital,1.0,6.5754,6.2467,3.5083,3.6312,2.4588,2.3595,27.85,24.94
SKU-0208,chain,1.0,7.556,7.1782,3.4248,3.5079,2.7209,2.5774,32.04,28.53
SKU-0208,independent,0.992,3.7387,3.5517,1.9374,1.9884,1.4864,1.4227,30.84,27.62
SKU-0209,total,1.0,37.0973,35.2424,13.9611,14.3392,11.121,10.4578,27.9,24.72
SKU-0209,hospital,1.0,11.3175,10.7516,4.4338,4.5801,3.3977,3.1972,26.56,23.46
SKU-0209,chain,1.0,17.4091,16.5386,6.5915,6.7903,5.1452,4.8303,27.25,24.08
SKU-0209,independent,1.0,8.3707,7.9522,3.0442,3.0704,2.6024,2.4304,32.6,28.92
SKU-0211,total,1.0,32.8357,31.1939,12.5132,13.4041,8.4387,8.9739,18.73,19.44
SKU-0211,hospital,1.0,12.5857,11.9564,4.9524,5.3069,3.3689,3.5425,19.29,19.72
SKU-0211,chain,1.0,14.0748,13.3711,5.2981,5.6675,3.5457,3.7996,18.6,19.48
SKU-0211,independent,1.0,6.1752,5.8664,2.3222,2.4846,1.604,1.6889,19.38,19.84
SKU-0212,total,1.0,63.3966,60.2267,16.1499,16.3552,13.4505,12.155,22.84,19.66
SKU-0212,hospital,1.0,24.8766,23.6328,6.331,6.3881,5.3238,4.8154,23.16,19.96
SKU-0212,chain,1.0,26.555,25.2273,6.779,6.8696,5.6376,5.1126,22.81,19.7
SKU-0212,independent,1.0,11.9649,11.3667,3.0731,3.1301,2.491,2.2707,22.44,19.48
SKU-0214,total,1.0,45.1153,42.8595,20.121,19.6007,19.4196,18.4141,58.94,53.76
SKU-0214,hospital,1.0,15.2757,14.5119,6.7688,6.6204,6.4756,6.1351,55.97,50.95
SKU-0214,chain,1.0,18.5714,17.6429,8.1828,7.9864,7.8497,7.4358,57.27,52.18
SKU-0214,independent,1.0,11.2682,10.7048,5.2274,5.0554,5.0943,4.8432,67.76,62.14
SKU-0215,total,1.0,26.2752,24.9614,14.383,15.0262,8.528,8.4637,20.52,19.27
SKU-0215,hospital,1.0,8.8381,8.3962,5.309,5.5501,3.0642,3.4033,20.59,23.39
SKU-0215,chain,1.0,10.9181,10.3722,5.8626,6.1176,3.6066,3.6066,21.91,20.82
SKU-0215,independent,1.0,6.519,6.193,3.2576,3.3985,2.0646,1.9534,21.76,18.96
SKU-0216,total,1.0,25.8913,24.5968,8.0304,7.7328,7.2745,6.6175,35.78,31.45
SKU-0216,hospital,1.0,10.2403,9.7282,3.1991,3.0993,2.8573,2.6095,35.71,31.51
SKU-0216,chain,1.0,9.0537,8.601,2.8587,2.7575,2.5849,2.3675,36.28,32.07
SKU-0216,independent,1.0,6.5974,6.2675,2.0723,1.9795,1.8339,1.6613,37.74,33.24
SKU-0217,total,1.0,30.6495,29.117,14.3816,14.1134,13.7279,13.1399,60.07,55.15
SKU-0217,hospital,1.0,13.4435,12.7713,6.234,6.1091,5.957,5.7,59.91,55.0
SKU-0217,chain,1.0,8.7122,8.2766,4.2072,4.1482,3.9729,3.8057,61.11,56.13
SKU-0217,independent,1.0,8.4938,8.0691,3.9681,3.8835,3.798,3.6351,61.37,56.38
SKU-0218,total,1.0,20.9915,19.9419,7.0288,7.0347,6.2585,5.874,32.76,29.29
SKU-0218,hospital,1.0,6.4874,6.163,2.108,2.1108,1.8771,1.7564,30.74,27.34
SKU-0218,chain,1.0,7.7351,7.3483,2.506,2.5104,2.2164,2.074,30.95,27.56
SKU-0218,independent,1.0,6.7691,6.4306,2.4457,2.4448,2.175,2.0621,38.47,34.88
SKU-0220,total,1.0,37.4481,35.5757,14.4248,14.1476,13.5883,12.79,43.98,39.65
SKU-0220,hospital,1.0,11.8526,11.26,4.5646,4.4502,4.3403,4.0876,46.73,42.27
SKU-0220,chain,1.0,14.9779,14.229,5.6792,5.6068,5.2619,4.9426,41.27,37.07
SKU-0220,independent,1.0,10.6175,10.0867,4.2163,4.1273,3.9862,3.7598,45.81,41.39
SKU-0221,total,1.0,5.3851,5.1159,2.6329,2.6628,2.0755,1.9618,38.31,34.28
SKU-0221,hospital,0.99,1.4055,1.3353,0.7378,0.7417,0.6016,0.5719,40.4,36.29
SKU-0221,chain,0.99,2.4477,2.3253,0.9047,0.9147,0.7065,0.65,25.3,21.76
SKU-0221,independent,1.0,1.5319,1.4553,1.0619,1.0747,0.8374,0.8137,49.96,45.91
SKU-0222,total,1.0,6.0319,5.7303,3.2482,3.2464,2.7414,2.6055,51.05,46.24
SKU-0222,hospital,0.99,1.6336,1.552,0.9788,0.9746,0.8469,0.8102,57.65,52.55
SKU-0222,chain,0.99,2.9323,2.7857,1.5618,1.5607,1.3048,1.2389,44.71,40.26
SKU-0222,independent,1.0,1.4659,1.3926,0.7684,0.7725,0.6444,0.6174,43.99,39.95
SKU-0224,total,1.0,54.213,51.5024,16.8589,16.7778,15.0462,13.9312,30.53,26.95
SKU-0224,hospital,1.0,23.7119,22.5263,7.3917,7.3688,6.5693,6.0822,30.37,26.8
SKU-0224,chain,1.0,19.3952,18.4254,6.0609,6.0315,5.403,5.0051,30.74,27.16
SKU-0224,independent,1.0,11.1059,10.5506,3.4405,3.4118,3.0778,2.8499,30.88,27.29
SKU-0225,total,1.0,31.3886,29.8192,11.8812,11.9148,10.4889,9.8684,36.8,32.99
SKU-0225,hospital,1.0,9.3458,8.8785,3.4588,3.4617,3.0689,2.8879,36.74,32.96
SKU-0225,chain,1.0,15.0388,14.2868,5.7421,5.7897,4.9456,4.6483,35.99,32.21
SKU-0225,independent,1.0,7.004,6.6538,2.7156,2.6986,2.4745,2.336,39.6,35.65
SKU-0226,total,1.0,58.018,55.1171,14.8061,15.7977,10.6367,10.4875,17.22,16.12
SKU-0226,hospital,1.0,18.0274,17.126,4.5947,4.9042,3.2902,3.2539,17.15,16.09
SKU-0226,chain,1.0,20.0236,19.0224,5.2039,5.5654,3.71,3.6732,17.05,16.01
SKU-0226,independent,1.0,19.9671,18.9687,5.0445,5.3623,3.6449,3.5836,17.62,16.43
SKU-0227,total,1.0,38.8074,36.867,17.1299,17.4089,14.7961,14.0891,37.9,34.19
SKU-0227,hospital,1.0,12.3733,11.7546,5.4634,5.5475,4.731,4.5056,38.17,34.44
SKU-0227,chain,1.0,15.1128,14.3572,6.6859,6.7846,5.8027,5.5274,39.46,35.66
SKU-0227,independent,1.0,11.3213,10.7552,5.019,5.1145,4.2624,4.0609,36.28,32.69
SKU-0229,total,1.0,6.4831,6.159,2.9775,3.0182,2.3027,2.162,34.81,30.9
SKU-0229,hospital,0.994,2.3884,2.269,0.7679,0.7713,0.5919,0.5285,22.84,19.06
SKU-0229,chain,0.994,2.698,2.5631,1.4197,1.4402,1.1029,1.0605,36.07,32.72
SKU-0229,independent,0.994,1.3967,1.3268,0.8697,0.8806,0.6819,0.6516,41.89,37.64
SKU-0230,total,1.0,61.1522,58.0946,23.3168,24.5713,15.8775,15.6157,20.35,18.92
SKU-0230,hospital,1.0,19.514,18.5383,7.4338,7.8325,5.0888,4.9718,20.55,18.94
SKU-0230,chain,1.0,24.2919,23.0773,9.1867,9.6828,6.2751,6.1551,20.37,18.87
SKU-0230,independent,1.0,17.3462,16.4789,6.7201,7.0785,4.5705,4.5574,20.53,19.46
SKU-0231,total,1.0,9.8204,9.3293,2.5132,2.6378,1.7662,1.7206,17.22,15.89
SKU-0231,hospital,1.0,3.5706,3.3921,1.0272,1.0658,0.8031,0.7865,21.98,20.42
SKU-0231,chain,1.0,3.6276,3.4462,1.0985,1.1378,0.8801,0.8632,23.69,22.04
SKU-0231,independent,1.0,2.6222,2.4911,0.662,0.6978,0.574,0.6152,22.85,23.28
SKU-0233,total,1.0,22.9542,21.8064,7.1576,7.1638,6.2738,5.858,29.55,26.27
SKU-0233,hospital,1.0,7.2921,6.9275,2.3289,2.3223,2.0636,1.9282,30.98,27.58
SKU-0233,chain,1.0,8.5927,8.1631,2.7552,2.7455,2.4334,2.2752,31.27,27.87
SKU-0233,independent,1.0,7.0693,6.7159,2.1674,2.1905,1.7827,1.7041,27.78,25.28
SKU-0234,total,1.0,48.3185,45.9025,19.0823,19.0833,17.3007,16.303,38.64,34.64
SKU-0234,hospital,1.0,16.7901,15.9506,6.579,6.5906,5.9207,5.5727,37.72,33.76
SKU-0234,chain,1.0,18.3201,17.4041,7.2006,7.1997,6.5262,6.1486,38.55,34.56
SKU-0234,independent,1.0,13.2083,12.5479,5.3372,5.3279,4.8538,4.5817,40.4,36.32
SKU-0235,total,1.0,2.8244,2.6832,1.5515,1.5618,1.1791,1.1298,40.46,36.69
SKU-0235,hospital,0.988,1.3217,1.2556,0.5666,0.5648,0.4636,0.4293,33.54,29.3
SKU-0235,chain,0.988,1.1494,1.0919,0.4571,0.4629,0.2924,0.253,19.71,15.32
SKU-0235,independent,0.337,0.433,0.4114,0.6565,0.6567,0.5693,0.5622,62.46,64.34
SKU-0236,total,1.0,31.0836,29.5294,12.0768,12.5131,9.1416,8.626,25.55,22.62
SKU-0236,hospital,1.0,10.9441,10.3969,4.4993,4.6775,3.2781,3.0978,24.8,21.91
SKU-0236,chain,1.0,13.1188,12.4629,4.9964,5.1561,3.8885,3.6641,26.99,23.93
SKU-0236,independent,1.0,7.0207,6.6697,2.6171,2.712,1.9815,1.864,24.49,21.6
SKU-0237,total,1.0,17.4186,16.5477,5.9684,6.1158,4.8973,4.6175,27.08,24.12
SKU-0237,hospital,1.0,6.6183,6.2874,2.3645,2.4224,1.9243,1.8217,27.5,24.58
SKU-0237,chain,1.0,7.0982,6.7433,2.3889,2.4387,1.9614,1.8468,26.78,23.83
SKU-0237,independent,0.994,3.7021,3.517,1.2835,1.3211,1.0632,1.0266,25.46,23.22
SKU-0239,total,1.0,18.6418,17.7097,5.2258,5.4423,3.9232,3.6125,20.38,17.7
SKU-0239,hospital,1.0,5.9868,5.6875,1.9911,2.0967,1.3296,1.4201,19.05,19.61
SKU-0239,chain,1.0,8.1969,7.7871,2.4178,2.548,1.6645,1.6632,19.31,18.37
SKU-0239,independent,1.0,4.4581,4.2352,1.161,1.1078,0.9766,0.8833,28.96,25.42
SKU-0240,total,1.0,7.3976,7.0277,2.7148,2.8396,1.7167,1.6107,20.15,17.7
SKU-0240,hospital,1.0,3.289,3.1245,1.1199,1.1668,0.7171,0.6432,18.79,15.61
SKU-0240,chain,1.0,2.3705,2.252,0.9893,1.0216,0.7187,0.6847,25.14,22.45
SKU-0240,independent,0.986,1.7381,1.6512,0.7622,0.7996,0.5747,0.6316,28.78,30.73
SKU-0243,total,1.0,52.3225,49.7063,17.9452,17.7153,16.8181,15.794,37.34,33.52
SKU-0243,hospital,1.0,13.0125,12.3619,4.4644,4.4399,4.1057,3.851,35.43,31.7
SKU-0243,chain,1.0,21.0523,19.9997,7.2286,7.1425,6.753,6.341,37.38,33.55
SKU-0243,independent,1.0,18.2577,17.3448,6.2873,6.1685,5.9594,5.602,38.91,35.01
SKU-0244,total,1.0,6.5663,6.2379,2.7932,2.8746,1.9648,1.8414,25.65,22.48
SKU-0244,hospital,1.0,2.4088,2.2883,1.0006,1.0278,0.7506,0.7053,26.29,23.09
SKU-0244,chain,1.0,2.3943,2.2745,0.8744,0.8916,0.6625,0.6072,24.69,21.15
SKU-0244,independent,0.99,1.7632,1.6751,1.0296,1.0589,0.7717,0.8079,39.42,39.58
SKU-0245,total,1.0,37.933,36.0364,12.5588,11.9246,11.9836,11.2999,44.18,40.17
SKU-0245,hospital,1.0,16.9642,16.116,5.587,5.3182,5.3262,5.0205,43.0,39.05
SKU-0245,chain,1.0,10.5197,9.9937,3.5454,3.3674,3.3792,3.1896,45.82,41.73
SKU-0245,independent,1.0,10.4491,9.9266,3.4526,3.2667,3.2816,3.0898,44.93,40.85
SKU-0246,total,1.0,37.8341,35.9424,12.4933,12.5491,11.0907,10.3968,31.95,28.52
SKU-0246,hospital,1.0,13.3193,12.6534,4.4024,4.4173,3.9055,3.6634,32.12,28.7
SKU-0246,chain,1.0,16.6044,15.7742,5.5069,5.5405,4.8532,4.5481,31.51,28.1
SKU-0246,independent,1.0,7.9104,7.5148,2.6303,2.6374,2.3376,2.2027,34.07,30.66
SKU-0247,total,1.0,44.3936,42.1739,21.5408,21.9845,17.497,16.5882,35.57,31.75
SKU-0247,hospital,1.0,19.0115,18.0609,9.3636,9.5769,7.4679,7.081,34.76,30.99
SKU-0247,chain,1.0,13.7187,13.0328,6.8877,7.0578,5.3855,5.1064,33.78,30.05
SKU-0247,independent,1.0,11.6634,11.0802,5.3651,5.4188,4.6498,4.4057,39.91,35.82
SKU-0250,total,1.0,41.1121,39.0565,10.5634,11.0991,8.0955,7.6978,19.27,17.34
SKU-0250,hospital,1.0,12.4233,11.8021,3.2005,3.3633,2.4713,2.3473,19.45,17.5
SKU-0250,chain,1.0,15.0967,14.3419,3.9036,4.0963,2.9931,2.8694,19.57,17.77
SKU-0250,independent,1.0,13.5921,12.9125,3.5068,3.6847,2.661,2.5378,19.17,17.32
SKU-0251,total,1.0,78.6689,74.7354,24.6363,24.8319,20.9952,19.3023,28.19,24.63
SKU-0251,hospital,1.0,24.014,22.8133,7.5625,7.6341,6.4075,5.9017,27.87,24.38
SKU-0251,chain,1.0,29.8132,28.3225,9.4068,9.4973,7.9698,7.3374,28.08,24.56
SKU-0251,independent,1.0,24.8417,23.5996,7.6869,7.7198,6.618,6.077,28.72,25.11
SKU-0252,total,1.0,51.0238,48.4726,23.449,23.7877,20.2882,19.3093,39.32,35.44
SKU-0252,hospital,1.0,15.6151,14.8343,7.1695,7.2745,6.1914,5.8919,39.21,35.33
SKU-0252,chain,1.0,18.7492,17.8117,8.7539,8.9052,7.4425,7.0828,38.55,34.7
SKU-0252,independent,1.0,16.6596,15.8266,7.5551,7.6361,6.6543,6.3387,40.6,36.68
SKU-0253,total,1.0,17.064,16.2108,9.3634,9.5675,6.9651,6.6026,35.09,31.21
SKU-0253,hospital,1.0,6.8081,6.4676,4.0398,4.1406,2.8457,2.7164,32.72,29.18
SKU-0253,chain,1.0,6.3607,6.0427,3.155,3.2134,2.4388,2.2946,37.91,33.75
